Service Line,Number of Shipments,Late time,Number of late departure
Barge01,352,387,3
Barge02,0,0,0
Barge03,53,0,0
Barge04,54,0,0
Barge05,40,0,0
Barge06,24,0,0
Barge07,39,111,1
Barge08,20,0,0
Barge09,0,346,2
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,189,1
Barge14,0,0,0
Barge15,0,0,0
Barge16,0,177,1
Barge17,263,18,2
Barge18,70,0,0
Barge19,66,0,0
Barge20,44,496,1
Barge21,165,0,0
Barge22,22,261,1
Barge23,158,408,2
Barge24,9,0,0
Barge25,0,0,0
Barge26,0,242,1
Barge27,76,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,0,0
Barge31,310,53,2
Barge32,24,267,1
Barge33,192,12,1
Barge34,0,0,0
Barge35,170,0,0
Barge36,69,0,0
Barge37,27,0,0
Barge38,9,0,0
Barge39,432,553,3
Barge40,30,0,0
Barge41,25,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,379,2851,3
Barge46,11,178,1
Barge47,99,0,0
Barge48,283,477,2
Barge49,14,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,346,2
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,80,127,1
Train15,210,258,1
Train16,11,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,26,0,0
Train23,50,0,0
Train24,18,0,0
Train25,0,0,0
Train26,39,0,0
Train27,0,0,0
Train28,59,0,0
Train29,13,0,0
Train30,166,0,0
Train31,208,0,0
Train32,11,0,0
Train33,151,114,1
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,75,1
Truck31,0,0,0
Truck32,7,0,0
Truck33,10,0,0
Truck34,25,0,0
