Service Line,Number of Shipments,Late time,Number of late departure
Barge01,279,307,3
Barge02,0,0,0
Barge03,39,0,0
Barge04,40,0,0
Barge05,49,0,0
Barge06,24,0,0
Barge07,17,101,1
Barge08,20,0,0
Barge09,0,0,0
Barge10,0,0,0
Barge11,0,0,0
Barge12,0,0,0
Barge13,0,0,0
Barge14,0,0,0
Barge15,0,275,1
Barge16,0,0,0
Barge17,250,11,1
Barge18,83,0,0
Barge19,108,0,0
Barge20,44,0,0
Barge21,131,0,0
Barge22,62,137,1
Barge23,95,6,1
Barge24,34,0,0
Barge25,0,0,0
Barge26,371,104,3
Barge27,28,0,0
Barge28,23,0,0
Barge29,0,0,0
Barge30,0,335,1
Barge31,362,105,2
Barge32,24,0,0
Barge33,145,0,0
Barge34,0,0,0
Barge35,170,2029,1
Barge36,90,317,1
Barge37,36,0,0
Barge38,9,0,0
Barge39,387,93,3
Barge40,30,0,0
Barge41,87,0,0
Barge42,0,0,0
Barge43,0,0,0
Barge44,0,0,0
Barge45,317,69,1
Barge46,11,0,0
Barge47,25,0,0
Barge48,377,110,3
Barge49,14,0,0
Train01,0,0,0
Train02,0,0,0
Train03,0,0,0
Train04,0,0,0
Train05,0,0,0
Train06,0,0,0
Train07,0,0,0
Train08,0,0,0
Train09,0,0,0
Train10,0,0,0
Train11,11,0,0
Train12,0,0,0
Train13,0,0,0
Train14,28,0,0
Train15,210,101,1
Train16,21,0,0
Train17,0,0,0
Train18,0,0,0
Train19,0,0,0
Train20,0,0,0
Train21,0,0,0
Train22,36,0,0
Train23,29,0,0
Train24,43,176,1
Train25,0,198,1
Train26,14,0,0
Train27,0,0,0
Train28,13,0,0
Train29,6,0,0
Train30,133,0,0
Train31,211,132,1
Train32,208,252,1
Train33,232,0,0
Truck1,0,0,0
Truck2,0,0,0
Truck3,0,0,0
Truck4,0,0,0
Truck5,0,0,0
Truck6,0,0,0
Truck7,0,0,0
Truck8,0,0,0
Truck9,0,0,0
Truck10,0,0,0
Truck11,0,0,0
Truck12,0,0,0
Truck13,0,0,0
Truck14,0,0,0
Truck15,0,0,0
Truck16,0,0,0
Truck17,0,0,0
Truck18,0,0,0
Truck19,0,0,0
Truck20,0,0,0
Truck21,0,0,0
Truck22,0,0,0
Truck23,0,0,0
Truck24,0,0,0
Truck25,0,0,0
Truck26,0,0,0
Truck27,0,0,0
Truck28,0,0,0
Truck29,19,0,0
Truck30,21,336,2
Truck31,0,0,0
Truck32,7,0,0
Truck33,7,0,0
Truck34,17,0,0
